IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
010040101,Les Perouses-Triangle d'Activité,01004,Ambérieu-en-Bugey,45.4,31.0,11150.0,18540.0,25900.0,0.8,5500.0,9490.0,12830.0,15670.0,21280.0,24160.0,27280.0,33860.0,6.2,7.2,0.332,68.9,63.2,3.1,2.6,27.3,3.8,0
010040102,Longeray-Gare,01004,Ambérieu-en-Bugey,39.3,39.4,8890.0,16180.0,23290.0,0.89,3800.0,7690.0,10230.0,13100.0,18860.0,21560.0,25200.0,31450.0,8.3,9.8,0.366,69.6,62.9,4.5,2.2,26.9,3.5,0
010040201,Centre-Saint-Germain-Vareilles,01004,Ambérieu-en-Bugey,43.7,28.8,11830.0,18870.0,26560.0,0.78,6770.0,9990.0,13210.0,16220.0,21490.0,24980.0,28600.0,35190.0,5.2,7.4,0.347,67.7,60.6,3.1,4.0,28.3,4.0,0
010040202,Tiret-Les Allymes,01004,Ambérieu-en-Bugey,61.1,14.6,17180.0,24780.0,33280.0,0.65,10380.0,15570.0,19020.0,21870.0,27830.0,31270.0,36350.0,44680.0,4.3,7.3,0.387,62.7,57.5,2.1,3.1,21.2,16.1,0
010330102,Centre Ville,01033,Valserhône,41.9,25.9,12660.0,19590.0,28730.0,0.82,6620.0,10530.0,13900.0,16820.0,22850.0,26590.0,31050.0,40890.0,6.2,8.6,0.365,70.2,63.8,4.1,2.3,25.8,4.0,0
010330103,Lancrans-Coupy-Vanchy,01033,Valserhône,46.7,21.2,14700.0,22970.0,34460.0,0.86,7870.0,12620.0,16130.0,19340.0,26910.0,31470.0,38430.0,49360.0,6.3,7.4,0.358,75.8,70.4,3.5,1.9,19.4,4.8,0
010330201,Arc Vouvray-Gare-Châtillon,01033,Valserhône,48.6,20.6,14850.0,24030.0,35020.0,0.84,8300.0,12610.0,16820.0,20820.0,27590.0,32380.0,39540.0,52960.0,6.4,8.3,0.374,71.1,64.4,3.3,3.4,25.7,3.2,0
010330202,Plateau de Musinens,01033,Valserhône,39.2,34.5,10180.0,17510.0,26160.0,0.91,5440.0,8840.0,11710.0,14430.0,20640.0,24390.0,29720.0,38410.0,7.1,8.7,0.375,66.8,62.2,3.6,1.0,31.4,1.8,0
010330301,Arlod,01033,Valserhône,36.7,29.9,11670.0,19410.0,28970.0,0.89,5820.0,10160.0,13000.0,17040.0,23310.0,26740.0,32230.0,38920.0,6.7,7.9,0.35,78.4,72.8,4.9,0.7,19.8,1.8,0
010330401,Châtillon-en-Michaille,01033,Valserhône,54.5,11.4,19150.0,27100.0,39570.0,0.75,12280.0,17230.0,21230.0,24020.0,31270.0,36310.0,43170.0,55040.0,4.5,5.7,0.323,76.2,70.6,2.9,2.7,19.0,4.8,0
010530101,Centre Ville,01053,Bourg-en-Bresse,48.6,28.1,11680.0,20220.0,29400.0,0.88,4660.0,9650.0,13680.0,16870.0,22850.0,26670.0,32120.0,40440.0,8.7,10.8,0.389,70.9,63.3,3.6,4.0,22.9,6.2,0
010530102,Champ de Foire,01053,Bourg-en-Bresse,51.5,26.5,12610.0,20200.0,28490.0,0.79,6030.0,10890.0,14200.0,17400.0,22650.0,26480.0,30870.0,38310.0,6.4,7.7,0.346,53.6,47.7,3.1,2.8,42.4,4.0,0
010530103,Préfecture,01053,Bourg-en-Bresse,51.7,23.8,13340.0,21290.0,32050.0,0.88,6510.0,11340.0,15440.0,18360.0,25140.0,29580.0,35970.0,50500.0,7.8,11.3,0.425,63.4,53.3,3.0,7.1,29.5,7.1,0
010530201,Citadelle,01053,Bourg-en-Bresse,48.9,27.3,12270.0,19530.0,27750.0,0.79,6680.0,10630.0,13740.0,16910.0,22490.0,25680.0,30010.0,37680.0,5.6,7.9,0.368,63.4,57.9,2.7,2.8,32.9,3.7,0
010530202,Mail,01053,Bourg-en-Bresse,37.8,40.9,7940.0,15330.0,24440.0,1.08,2240.0,6320.0,9720.0,12680.0,18580.0,22370.0,26410.0,33720.0,15.1,15.6,0.407,67.8,60.1,4.6,3.1,29.4,2.8,0
010530203,Peloux,01053,Bourg-en-Bresse,50.9,26.7,12190.0,19900.0,27250.0,0.76,6300.0,10290.0,14230.0,16870.0,22620.0,25490.0,30270.0,37590.0,6.0,7.9,0.352,67.1,60.8,3.3,3.0,29.4,3.5,0
010530301,Gare,01053,Bourg-en-Bresse,58.1,17.5,15910.0,22900.0,32790.0,0.74,8700.0,14240.0,17440.0,20360.0,26860.0,30610.0,36290.0,48420.0,5.6,7.8,0.379,66.5,59.3,2.5,4.7,28.0,5.5,0
010530302,Brou,01053,Bourg-en-Bresse,46.1,31.3,11080.0,18420.0,26750.0,0.85,5170.0,9130.0,12490.0,16220.0,21500.0,24750.0,29300.0,38010.0,7.4,11.2,0.415,67.1,61.2,3.1,2.8,29.5,3.4,0
010530401,Vennes-Ouest,01053,Bourg-en-Bresse,44.9,30.5,11280.0,18310.0,26820.0,0.85,5000.0,9520.0,12860.0,15520.0,21350.0,24720.0,28920.0,35700.0,7.1,8.2,0.352,62.2,54.6,3.1,4.5,35.0,2.8,0
010530402,Vennes-Est,01053,Bourg-en-Bresse,60.5,15.0,15920.0,22630.0,30330.0,0.64,10630.0,14400.0,17170.0,19750.0,25430.0,28470.0,32640.0,39830.0,3.7,4.7,0.29,63.1,58.0,2.9,2.2,34.3,2.6,0
010530501,Baudières,01053,Bourg-en-Bresse,56.6,16.4,16070.0,22720.0,31980.0,0.7,9100.0,14590.0,17510.0,20120.0,25420.0,28750.0,34940.0,44010.0,4.8,6.5,0.349,51.0,46.7,1.4,2.9,44.6,4.4,0
010530502,Sardieres,01053,Bourg-en-Bresse,49.6,27.6,11900.0,20130.0,29280.0,0.86,6760.0,10500.0,13890.0,16850.0,22930.0,26940.0,32220.0,41910.0,6.2,8.7,0.392,60.0,52.3,2.2,5.5,32.9,7.1,0
010530503,Croix Blanche,01053,Bourg-en-Bresse,21.2,59.3,5800.0,10980.0,17380.0,1.05,1020.0,4400.0,6910.0,9200.0,13140.0,15590.0,19200.0,23570.0,23.1,19.5,0.429,68.7,61.5,6.1,1.1,28.6,2.7,0
010530601,Pont-des-Chevres,01053,Bourg-en-Bresse,33.9,48.8,7150.0,13450.0,20800.0,1.02,2420.0,6120.0,8710.0,10590.0,16150.0,18960.0,23040.0,28490.0,11.8,12.4,0.388,55.9,50.1,4.7,1.1,42.0,2.1,0
010530602,Reyssouze-Ouest,01053,Bourg-en-Bresse,30.2,53.2,6440.0,12390.0,19290.0,1.04,2490.0,5500.0,7380.0,10510.0,14670.0,17570.0,20740.0,26150.0,10.5,11.9,0.384,57.8,50.5,5.8,1.5,40.0,2.2,0
010530603,Reyssouze-Est,01053,Bourg-en-Bresse,20.6,63.6,6110.0,10660.0,16410.0,0.97,1930.0,5370.0,7220.0,8610.0,12380.0,15010.0,17470.0,22770.0,11.8,11.5,0.382,63.1,,,,36.3,0.6,0
010530604,Cenord-Grand Challes,01053,Bourg-en-Bresse,,,12990.0,21090.0,28340.0,0.73,3690.0,10940.0,14660.0,18980.0,23970.0,26550.0,30190.0,37980.0,10.3,8.9,0.341,56.0,50.5,1.9,3.6,40.0,4.0,0
010530701,Granges Bardes-Alagnier,01053,Bourg-en-Bresse,51.1,25.6,12780.0,20570.0,27170.0,0.7,7110.0,11300.0,14530.0,17840.0,22970.0,25430.0,29160.0,34870.0,4.9,7.2,0.342,69.9,64.6,2.8,2.5,26.9,3.2,0
011730101,Centre,01173,Gex,58.9,17.4,16850.0,29610.0,49060.0,1.09,8670.0,14200.0,18890.0,24650.0,35800.0,43910.0,53140.0,68420.0,7.9,10.1,0.395,86.4,81.0,3.4,2.0,9.9,3.7,0
011730102,Ouest,01173,Gex,58.3,14.6,19150.0,34380.0,54210.0,1.02,9480.0,16600.0,21630.0,28400.0,41100.0,48940.0,60270.0,76430.0,8.1,9.5,0.381,86.1,82.1,2.8,1.2,10.8,3.1,0
011730103,Est,01173,Gex,62.5,12.5,22370.0,38670.0,56520.0,0.88,10510.0,18320.0,26050.0,32050.0,45760.0,52630.0,62030.0,78340.0,7.5,9.6,0.377,88.0,82.0,3.4,2.6,9.8,2.2,0
012830102,ZUS Centre,01283,Oyonnax,22.7,53.2,7390.0,12250.0,17610.0,0.83,3680.0,6300.0,8150.0,10010.0,14250.0,16540.0,18870.0,23140.0,6.3,7.8,0.338,72.8,64.7,7.5,0.6,26.6,0.6,0
012830103,ZUS Nord-Est,01283,Oyonnax,27.3,51.2,7360.0,12780.0,18640.0,0.88,3430.0,6620.0,8260.0,10360.0,15160.0,17550.0,20260.0,25140.0,7.3,8.5,0.36,63.2,56.9,5.3,1.0,35.2,1.6,0
012830104,ZUS Ouest,01283,Oyonnax,21.0,60.3,7090.0,11030.0,17040.0,0.9,3210.0,6060.0,7640.0,9390.0,12880.0,15480.0,18600.0,22610.0,7.0,9.1,0.378,72.9,64.2,7.5,1.2,25.8,1.3,0
012830201,Ville Sud,01283,Oyonnax,46.5,27.5,12150.0,18500.0,25580.0,0.73,5850.0,10260.0,13820.0,15820.0,21310.0,23750.0,27110.0,33630.0,5.7,8.2,0.361,61.9,55.6,4.0,2.3,33.0,5.1,0
012830202,Ville Est,01283,Oyonnax,42.0,29.7,11400.0,17440.0,24400.0,0.75,4990.0,9600.0,13160.0,15360.0,20110.0,22790.0,26860.0,33540.0,6.7,8.2,0.345,67.3,61.6,3.6,2.1,29.1,3.6,0
012830203,Nierme et Geilles,01283,Oyonnax,31.7,44.4,8110.0,14410.0,21530.0,0.93,4420.0,7230.0,9390.0,11950.0,17270.0,19740.0,23800.0,31880.0,7.2,9.6,0.393,64.6,56.5,5.1,3.0,31.8,3.6,0
012830301,Ville Ouest,01283,Oyonnax,42.2,32.1,10900.0,17400.0,24290.0,0.77,5610.0,9270.0,12370.0,14870.0,19690.0,22610.0,26270.0,34450.0,6.1,9.0,0.387,69.8,64.2,3.8,1.8,26.5,3.7,0
012830303,Ville Nord,01283,Oyonnax,46.3,31.1,10620.0,18140.0,25480.0,0.82,4490.0,9230.0,12500.0,16050.0,20810.0,23600.0,27750.0,34910.0,7.8,10.9,0.397,68.5,60.6,4.2,3.7,24.6,6.9,0
012830304,Exterieur Est,01283,Oyonnax,48.1,25.1,12960.0,19500.0,26310.0,0.68,6420.0,11370.0,14330.0,16960.0,21870.0,24750.0,28450.0,37850.0,5.9,12.0,0.482,57.9,51.7,2.9,3.3,19.1,23.0,0
012830305,Veyziat,01283,Oyonnax,71.7,,20930.0,27050.0,37130.0,0.6,14330.0,18780.0,21800.0,24170.0,29980.0,33790.0,40110.0,54460.0,3.8,5.8,0.366,63.6,58.2,1.9,3.5,23.5,12.9,0
021680101,Centre,02168,Château-Thierry,42.1,38.2,9220.0,16170.0,24130.0,0.92,4040.0,7600.0,10990.0,13600.0,19460.0,22430.0,26510.0,33320.0,8.2,12.1,0.414,67.8,57.5,4.2,6.1,26.5,5.7,0
021680201,Chesneaux,02168,Château-Thierry,55.2,21.8,13780.0,20910.0,29940.0,0.77,7960.0,12430.0,15610.0,18400.0,23990.0,27490.0,32170.0,43770.0,5.5,7.5,0.356,65.8,55.1,3.1,7.6,28.1,6.1,0
021680401,Mare Aubry,02168,Château-Thierry,43.3,27.1,12340.0,18660.0,26890.0,0.78,6050.0,10760.0,13690.0,16570.0,21120.0,24830.0,29130.0,36450.0,6.0,7.8,0.35,63.5,56.3,3.4,3.8,31.9,4.6,0
021680501,Vaucrises,02168,Château-Thierry,,,4330.0,8980.0,15620.0,1.26,400.0,3260.0,5390.0,7510.0,10990.0,13790.0,17790.0,21850.0,54.6,27.2,0.442,68.9,57.6,10.3,1.0,30.2,0.9,0
021680601,Gerbrois-St Martin-Le Buisson-Vincelles,02168,Château-Thierry,54.9,20.4,15160.0,22300.0,30670.0,0.7,8180.0,12890.0,17120.0,19580.0,24800.0,28460.0,33630.0,44700.0,5.5,6.9,0.343,59.5,50.2,2.4,6.9,35.5,5.0,0
021680701,Blanchard,02168,Château-Thierry,,,8320.0,14930.0,22570.0,0.95,2050.0,6420.0,9270.0,12580.0,17990.0,20980.0,24340.0,30820.0,15.0,15.1,0.394,67.2,60.9,4.3,2.0,31.0,1.8,0
021730101,Nord-Ouest,02173,Chauny,26.5,51.6,5390.0,12530.0,20030.0,1.17,270.0,3880.0,7010.0,9600.0,15550.0,18570.0,21800.0,27380.0,102.9,30.0,0.445,59.6,52.8,4.8,2.0,38.3,2.1,0
021730201,Sud-Ouest,02173,Chauny,40.3,34.6,9700.0,16920.0,25360.0,0.93,3000.0,8110.0,11570.0,14390.0,20130.0,23190.0,27360.0,35270.0,11.8,13.0,0.397,62.4,53.4,3.6,5.4,33.4,4.2,0
021730301,Nord-Est,02173,Chauny,47.6,27.1,12350.0,20260.0,27720.0,0.76,6480.0,10470.0,14060.0,17460.0,22640.0,25580.0,30440.0,38990.0,6.0,8.8,0.374,65.2,54.8,2.5,7.9,30.4,4.4,0
024080101,Saint-Éxupéry-Moulin Roux,02408,Laon,21.0,66.1,2710.0,8470.0,15830.0,1.55,0.0,1230.0,4140.0,6320.0,11050.0,14160.0,17820.0,23710.0,,126.4,0.492,56.9,48.7,7.4,0.8,41.5,1.6,0
024080102,Centre Social,02408,Laon,,80.6,1330.0,5730.0,10860.0,1.66,0.0,230.0,1930.0,3960.0,7440.0,9540.0,12860.0,17070.0,,847.8,0.521,65.2,,,,34.3,0.5,0
024080201,Cité du Nord,02408,Laon,39.1,38.8,8430.0,15910.0,22750.0,0.9,3390.0,7100.0,10100.0,13160.0,18420.0,21310.0,25220.0,31110.0,9.2,10.6,0.369,59.6,54.6,3.3,1.7,37.9,2.5,0
024080301,Gare Saint-Marcel,02408,Laon,44.3,32.5,10340.0,18870.0,27520.0,0.91,3690.0,8800.0,11940.0,15450.0,21720.0,25500.0,30060.0,38310.0,10.4,12.0,0.39,60.3,52.8,2.6,4.9,34.7,5.0,0
024080401,Individuels,02408,Laon,51.5,23.6,13410.0,21650.0,30110.0,0.77,7420.0,11410.0,14970.0,18120.0,24600.0,27960.0,33260.0,45570.0,6.1,8.5,0.375,56.5,49.6,2.5,4.4,37.8,5.7,0
024080402,Prevert Maraichers,02408,Laon,31.2,43.7,7590.0,14600.0,20960.0,0.92,2030.0,5980.0,9480.0,11880.0,16910.0,19470.0,22290.0,27120.0,13.3,12.8,0.369,64.6,59.1,4.8,0.7,34.7,0.7,0
024080501,Plateau,02408,Laon,47.5,34.3,8760.0,18590.0,29590.0,1.12,1370.0,6640.0,10730.0,14990.0,22180.0,26650.0,33800.0,44590.0,32.5,25.8,0.474,71.8,59.0,3.4,9.4,22.6,5.6,0
024080601,Vaux,02408,Laon,44.1,31.8,10670.0,18160.0,25510.0,0.82,4890.0,8470.0,12480.0,15360.0,20970.0,23730.0,27410.0,34300.0,7.0,9.5,0.366,64.9,56.2,3.3,5.4,32.1,3.0,0
024080801,Montreuil-La Neuville-Marquette,02408,Laon,33.9,42.6,6910.0,14800.0,22540.0,1.06,870.0,5320.0,8630.0,11950.0,18320.0,20830.0,24470.0,30950.0,35.6,22.1,0.414,58.4,50.7,4.2,3.5,39.4,2.2,0
024080901,Ardon-Leuilly-Semilly,02408,Laon,57.7,17.0,16220.0,22440.0,30120.0,0.62,8670.0,14390.0,17470.0,19910.0,25110.0,28120.0,33010.0,44600.0,5.1,6.7,0.349,62.7,57.4,2.1,3.2,32.3,5.0,0
026910101,Centre Ville 1,02691,Saint-Quentin,52.2,29.1,11100.0,21820.0,35050.0,1.1,2110.0,8960.0,13560.0,17670.0,26380.0,31790.0,39070.0,58090.0,27.6,25.1,0.498,70.2,51.2,2.2,16.8,22.9,6.9,0
026910102,Centre Ville 2,02691,Saint-Quentin,53.4,26.0,12670.0,23740.0,40260.0,1.16,3880.0,10450.0,15420.0,19070.0,28500.0,35250.0,45270.0,65300.0,16.8,20.5,0.487,69.7,50.1,2.2,17.4,23.2,7.1,0
026910103,Centre Ville 3,02691,Saint-Quentin,41.9,40.1,6940.0,16830.0,26630.0,1.17,0.0,5450.0,8770.0,12890.0,19900.0,23850.0,30600.0,42240.0,,52.5,0.521,67.3,54.8,3.2,9.3,23.6,9.1,0
026910104,Centre Ville 4,02691,Saint-Quentin,43.8,38.1,7520.0,16920.0,27460.0,1.18,1760.0,5970.0,9490.0,13780.0,20790.0,25330.0,30380.0,41660.0,23.6,25.8,0.487,67.6,56.8,3.6,7.2,25.2,7.2,0
026910201,europe-remicourt 1,02691,Saint-Quentin,46.3,28.7,11430.0,19160.0,27960.0,0.86,3710.0,10110.0,13320.0,16110.0,22020.0,26220.0,31380.0,41440.0,11.2,12.5,0.408,68.0,57.9,3.2,6.9,27.7,4.3,0
026910202,europe-remicourt 2,02691,Saint-Quentin,48.9,23.8,13280.0,20540.0,27070.0,0.67,6490.0,11740.0,14740.0,17480.0,22540.0,25080.0,29590.0,36060.0,5.6,6.8,0.332,63.8,58.5,2.1,3.2,32.7,3.5,0
026910203,europe-remicourt 3,02691,Saint-Quentin,47.8,28.3,11590.0,18720.0,27770.0,0.86,4680.0,9700.0,13630.0,16150.0,21710.0,25280.0,30530.0,37870.0,8.1,10.2,0.382,55.0,46.2,3.5,5.3,42.0,3.0,0
026910204,europe-remicourt 4,02691,Saint-Quentin,19.5,70.3,820.0,7250.0,15030.0,1.96,0.0,420.0,1960.0,4510.0,9460.0,12740.0,17210.0,23250.0,,555.6,0.558,56.6,,,,39.9,3.5,0
026910205,europe-remicourt 5,02691,Saint-Quentin,,77.2,2420.0,7290.0,12370.0,1.37,0.0,1070.0,3190.0,5710.0,8760.0,11590.0,13990.0,17620.0,,125.7,0.476,57.9,,,,40.9,1.2,0
026910206,europe-remicourt 6,02691,Saint-Quentin,24.1,62.8,2810.0,9220.0,17280.0,1.57,0.0,1510.0,3860.0,6060.0,12030.0,15390.0,19110.0,24750.0,,117.1,0.488,37.7,,,,61.2,1.1,0
026910207,europe-remicourt 7,02691,Saint-Quentin,27.8,52.5,5590.0,12320.0,19180.0,1.1,1210.0,3710.0,6840.0,10070.0,14990.0,17710.0,21150.0,25580.0,21.1,19.4,0.405,41.3,,,,57.4,1.3,0
026910208,europe-remicourt 8,02691,Saint-Quentin,54.0,24.1,13660.0,21160.0,31280.0,0.83,6250.0,11360.0,15460.0,18610.0,25240.0,28840.0,33930.0,43530.0,7.0,10.4,0.4,58.3,51.4,2.4,4.5,30.1,11.6,0
026910209,europe-remicourt 9,02691,Saint-Quentin,48.1,28.6,11540.0,19790.0,31880.0,1.03,4550.0,9550.0,13360.0,16640.0,23590.0,28920.0,36720.0,50310.0,11.1,13.1,0.427,66.8,58.0,2.2,6.6,28.0,5.2,0
026910301,isle 1,02691,Saint-Quentin,31.7,43.1,7540.0,14620.0,20730.0,0.9,1090.0,5480.0,9100.0,11930.0,16840.0,18890.0,22290.0,27200.0,25.0,20.8,0.412,69.6,61.3,5.2,3.1,28.2,2.2,0
026910302,isle 2,02691,Saint-Quentin,42.5,28.8,11800.0,17730.0,23820.0,0.68,5610.0,9550.0,13150.0,15730.0,19660.0,22070.0,25460.0,30180.0,5.4,7.3,0.322,62.3,56.0,3.0,3.3,35.8,1.9,0
026910303,isle 3,02691,Saint-Quentin,,,5130.0,12710.0,19010.0,1.09,250.0,3420.0,6670.0,9590.0,15320.0,17700.0,20870.0,24580.0,98.3,30.3,0.412,51.8,45.8,5.3,0.7,47.4,0.8,0
026910304,isle 4,02691,Saint-Quentin,33.0,45.4,6810.0,14510.0,21530.0,1.01,650.0,5280.0,8360.0,11520.0,17120.0,19810.0,23260.0,28780.0,44.3,22.6,0.419,63.0,54.9,4.6,3.5,34.4,2.6,0
026910401,Saint-Martin-Oestres 1,02691,Saint-Quentin,37.2,39.9,8370.0,16290.0,23730.0,0.94,1620.0,6750.0,10040.0,13060.0,19020.0,21930.0,25680.0,32060.0,19.8,15.0,0.402,59.9,51.9,3.2,4.8,37.5,2.6,0
026910402,Saint-Martin-Oestres 2,02691,Saint-Quentin,36.6,36.0,10060.0,16040.0,21920.0,0.74,2920.0,7790.0,11270.0,14200.0,18120.0,20560.0,23820.0,29150.0,10.0,9.9,0.346,67.8,60.1,5.0,2.7,30.8,1.4,0
026910403,Saint-Martin-Oestres 3,02691,Saint-Quentin,39.6,32.0,10680.0,17470.0,24100.0,0.77,4950.0,8990.0,12230.0,15030.0,19920.0,22420.0,25840.0,31380.0,6.3,7.7,0.326,58.9,54.0,3.5,1.4,39.4,1.7,0
026910501,vermandois 1,02691,Saint-Quentin,34.0,41.3,7870.0,15710.0,22140.0,0.91,1460.0,6420.0,9680.0,12740.0,18440.0,20800.0,24250.0,29560.0,20.2,15.2,0.399,64.3,57.3,3.9,3.1,32.5,3.2,0
026910502,vermandois 2,02691,Saint-Quentin,39.1,38.3,8630.0,16440.0,24860.0,0.99,1210.0,6790.0,10100.0,13500.0,19830.0,23050.0,27760.0,36970.0,30.7,19.2,0.412,65.7,60.0,3.2,2.5,29.4,4.9,0
026910503,vermandois 3,02691,Saint-Quentin,,,2610.0,9340.0,17340.0,1.58,0.0,890.0,4390.0,7090.0,12520.0,15440.0,19200.0,23220.0,,233.1,0.485,64.3,54.5,7.0,2.8,34.4,1.3,0
026910504,vermandois 4,02691,Saint-Quentin,43.3,31.6,11230.0,18680.0,25240.0,0.75,5410.0,9290.0,12560.0,15730.0,21120.0,23630.0,27400.0,33720.0,6.2,8.5,0.353,56.3,48.8,2.1,5.4,42.1,1.6,0
026910601,Saint-Jean,02691,Saint-Quentin,38.5,35.9,9160.0,17360.0,24150.0,0.86,2690.0,7470.0,10990.0,14540.0,19840.0,22500.0,25910.0,32240.0,12.0,13.9,0.393,66.0,58.1,3.8,4.1,30.3,3.7,0
027220101,Presles 1,02722,Soissons,24.7,60.5,3800.0,9980.0,18550.0,1.48,100.0,2680.0,5200.0,7380.0,12840.0,16660.0,20500.0,27760.0,291.5,47.5,0.51,49.2,41.8,4.9,2.5,44.1,6.7,0
027220102,Presles 2,02722,Soissons,,75.9,1500.0,6350.0,12700.0,1.77,0.0,460.0,2490.0,4630.0,8820.0,11280.0,13950.0,18240.0,,435.3,0.502,71.7,,,,26.7,1.6,0
027220103,Presles 3,02722,Soissons,18.1,64.0,4830.0,9550.0,15980.0,1.17,360.0,3440.0,5620.0,7650.0,11940.0,14640.0,17550.0,22400.0,61.5,29.1,0.447,65.1,54.5,9.0,1.6,32.3,2.6,0
027220201,Maupas,02722,Soissons,34.6,40.6,8910.0,14990.0,20690.0,0.79,2810.0,7350.0,10350.0,12860.0,17070.0,19200.0,22560.0,26740.0,9.5,9.3,0.339,54.5,49.4,4.5,0.6,43.9,1.6,0
027220301,Longues Baies,02722,Soissons,,,18230.0,25470.0,35080.0,0.66,12300.0,16450.0,20080.0,22410.0,27750.0,32470.0,37980.0,48960.0,4.0,5.3,0.316,59.5,49.1,1.8,8.6,35.1,5.4,0
027220401,Saint-Crépin,02722,Soissons,20.3,52.9,6520.0,12260.0,18330.0,0.96,530.0,4630.0,7900.0,10210.0,14570.0,17000.0,19740.0,24710.0,46.9,21.8,0.408,54.5,,,,41.5,4.0,0
027220501,Centre 1,02722,Soissons,57.9,16.8,15550.0,23000.0,32410.0,0.73,9510.0,14310.0,17040.0,20210.0,26210.0,30000.0,35840.0,48970.0,5.1,6.8,0.366,60.8,51.8,2.0,7.0,31.8,7.4,0
027220502,Centre 2,02722,Soissons,45.1,30.6,10550.0,18720.0,27980.0,0.93,3020.0,8120.0,12790.0,15800.0,21630.0,25590.0,31450.0,42330.0,14.0,15.5,0.411,56.0,48.3,3.2,4.5,37.6,6.4,0
027220503,Centre 3,02722,Soissons,49.7,27.3,12000.0,20280.0,31240.0,0.95,5160.0,9460.0,13720.0,16650.0,23570.0,28110.0,36720.0,52890.0,10.2,15.6,0.467,61.9,47.9,2.2,11.8,27.3,10.8,0
027220601,Chevreux,02722,Soissons,,,4130.0,8590.0,15800.0,1.36,140.0,2770.0,5160.0,7110.0,11290.0,14190.0,17610.0,23480.0,164.3,35.1,0.46,73.9,66.8,6.4,0.7,24.4,1.7,0
027220701,Saint-Waast,02722,Soissons,47.7,26.7,12360.0,19630.0,27410.0,0.77,5670.0,10570.0,14380.0,17240.0,22280.0,25170.0,29610.0,36560.0,6.5,9.0,0.367,65.6,56.5,3.8,5.3,30.4,4.0,0
027220801,Saint-Medard,02722,Soissons,30.7,41.4,9000.0,14990.0,21810.0,0.86,3370.0,7720.0,10420.0,12690.0,17110.0,20300.0,23550.0,28340.0,8.4,9.3,0.358,70.1,63.0,4.8,2.3,27.0,2.9,0
027220901,Gare,02722,Soissons,54.8,22.6,13930.0,21610.0,30550.0,0.77,5970.0,11220.0,15400.0,18700.0,24830.0,28370.0,34330.0,44760.0,7.5,11.0,0.403,64.3,54.9,2.5,6.9,27.9,7.8,0
027380101,Quessy Centre,02738,Tergnier,36.7,33.8,10200.0,16730.0,22740.0,0.75,2560.0,8730.0,11720.0,14390.0,19130.0,21510.0,24620.0,29950.0,11.7,9.9,0.346,61.5,54.9,3.6,3.0,36.3,2.2,0
027380102,Quessy Cité,02738,Tergnier,28.5,44.3,8720.0,14050.0,19870.0,0.79,3370.0,7780.0,9760.0,12170.0,16250.0,18550.0,21250.0,25770.0,7.6,7.2,0.321,71.2,,,,28.4,0.4,0
027380201,Vouel,02738,Tergnier,36.9,33.3,10480.0,17350.0,23580.0,0.75,4200.0,8300.0,11920.0,14760.0,19880.0,22080.0,24920.0,29610.0,7.1,8.7,0.336,63.3,55.9,4.3,3.1,35.5,1.2,0
027380301,Tergnier 1,02738,Tergnier,37.2,32.2,10970.0,17630.0,23580.0,0.72,2710.0,8870.0,12210.0,15360.0,19700.0,22070.0,25830.0,31540.0,11.7,10.4,0.344,56.4,50.3,3.5,2.6,40.6,3.0,0
027380302,Tergnier 2,02738,Tergnier,29.9,47.2,6000.0,14020.0,20920.0,1.06,550.0,4450.0,7330.0,10320.0,16930.0,19510.0,22640.0,27350.0,50.0,22.2,0.41,60.8,54.1,4.9,1.8,36.9,2.3,0
027380401,Fargniers,02738,Tergnier,40.3,30.0,11410.0,17630.0,23710.0,0.7,5230.0,9100.0,13000.0,15120.0,19970.0,22320.0,25290.0,30440.0,5.8,7.2,0.316,62.3,56.1,3.7,2.5,35.6,2.1,0
028100102,Avenue de Compiegne,02810,Villers-Cotterêts,43.5,26.2,12720.0,18930.0,26220.0,0.71,7170.0,10800.0,14190.0,16370.0,21310.0,24400.0,28480.0,35220.0,4.9,6.5,0.333,63.7,57.7,3.2,2.8,31.3,5.0,0
028100202,Château,02810,Villers-Cotterêts,49.1,22.7,13860.0,20020.0,27820.0,0.7,8510.0,12100.0,15210.0,17480.0,22570.0,25800.0,30360.0,39430.0,4.6,6.5,0.351,67.6,61.1,2.8,3.7,25.0,7.4,0
028100302,Pisseleux,02810,Villers-Cotterêts,48.7,15.2,15910.0,20940.0,27000.0,0.53,11150.0,14700.0,17020.0,19090.0,22800.0,25490.0,29010.0,35790.0,3.2,3.8,0.257,76.0,71.2,3.0,1.8,22.2,1.8,0
028100401,Vivieres,02810,Villers-Cotterêts,26.1,46.2,7970.0,13740.0,19510.0,0.84,2870.0,6580.0,9180.0,11480.0,15800.0,18360.0,21210.0,26870.0,9.4,9.8,0.356,78.7,72.1,5.8,0.8,20.2,1.1,0
