IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
315570107,Fanjeau,31557,Tournefeuille,70.6,10.0,21210.0,30700.0,42410.0,0.69,12920.0,19290.0,23080.0,27040.0,34480.0,39530.0,45380.0,54810.0,4.2,5.7,0.321,79.3,73.9,1.9,3.5,14.6,6.1,0
315570108,Les Hauts de Tournefeuille,31557,Tournefeuille,,,19180.0,28850.0,38810.0,0.68,9240.0,16980.0,21240.0,24840.0,32520.0,36650.0,42080.0,52670.0,5.7,6.6,0.322,83.7,78.9,2.5,2.3,12.7,3.6,0
315570109,Château d'Eau,31557,Tournefeuille,67.0,14.4,18290.0,27720.0,39760.0,0.77,9750.0,15920.0,20270.0,24040.0,31610.0,36980.0,43100.0,54280.0,5.6,7.4,0.364,74.1,68.6,2.1,3.4,18.7,7.2,0
315610101,Centre,31561,L'Union,64.4,11.7,19030.0,27630.0,37330.0,0.66,12320.0,17300.0,20870.0,24110.0,31010.0,35230.0,40590.0,51570.0,4.2,5.2,0.305,54.0,48.7,2.3,3.0,37.6,8.4,0
315610102,Saint-Caprais,31561,L'Union,63.9,,20110.0,26950.0,34650.0,0.54,14650.0,18060.0,21330.0,24520.0,29640.0,32770.0,37260.0,44120.0,3.0,3.8,0.255,52.0,48.4,1.9,1.7,43.4,4.6,0
315610104,Les Acacias,31561,L'Union,63.8,10.4,19860.0,25870.0,34530.0,0.57,12860.0,17640.0,20910.0,23390.0,29400.0,32720.0,36400.0,44200.0,3.4,4.1,0.259,61.2,54.1,2.8,4.3,34.3,4.5,0
315610105,Malbou,31561,L'Union,65.6,12.4,18850.0,27780.0,37390.0,0.67,11400.0,17000.0,20780.0,24400.0,31200.0,34900.0,40440.0,49480.0,4.3,5.7,0.312,67.4,58.6,2.3,6.5,28.5,4.1,0
315610106,Belvèze,31561,L'Union,77.0,,24180.0,31860.0,42030.0,0.56,17730.0,22750.0,25760.0,28450.0,34700.0,38840.0,45240.0,53750.0,3.0,3.8,0.259,58.5,53.4,1.8,3.3,34.9,6.6,0
320130101,Centre Basse Ville,32013,Auch,46.9,22.7,13660.0,19480.0,27670.0,0.72,6220.0,11920.0,14370.0,17180.0,22130.0,25780.0,30150.0,37500.0,6.0,7.4,0.343,58.7,50.4,2.4,5.9,37.7,3.6,0
320130102,Centre Haute Ville,32013,Auch,31.5,44.0,6000.0,14920.0,24170.0,1.22,90.0,4320.0,8230.0,11730.0,17890.0,21370.0,26430.0,35970.0,402.2,46.1,0.473,71.8,59.9,4.4,7.5,24.0,4.2,0
320130201,Faubourg Sud-Ouest,32013,Auch,51.4,20.0,14850.0,21540.0,30460.0,0.72,7750.0,12920.0,16380.0,18930.0,24270.0,28480.0,33150.0,41920.0,5.4,7.2,0.344,60.0,51.7,2.5,5.8,35.5,4.5,0
320130202,Faubourg Nord-Ouest,32013,Auch,48.8,22.9,13900.0,20610.0,30440.0,0.8,6580.0,12050.0,15070.0,17710.0,23850.0,27230.0,33220.0,42090.0,6.4,8.5,0.372,59.7,51.9,2.4,5.4,33.8,6.5,0
320130203,Faubourg Nord,32013,Auch,41.9,31.5,10400.0,17880.0,25620.0,0.85,4030.0,8210.0,12390.0,14980.0,21100.0,24200.0,27510.0,35270.0,8.7,11.8,0.394,50.7,42.6,3.4,4.7,43.7,5.6,0
320130204,Faubourg Ouest,32013,Auch,57.0,17.1,15630.0,22240.0,29720.0,0.63,9830.0,14470.0,16930.0,19750.0,24920.0,28080.0,31590.0,39270.0,4.0,5.4,0.308,56.5,50.7,2.1,3.7,38.5,5.0,0
320130301,La Hourre,32013,Auch,26.6,53.3,4650.0,11680.0,20030.0,1.32,40.0,3190.0,6050.0,9170.0,15350.0,18440.0,22300.0,26770.0,756.7,35.7,0.44,63.8,58.3,4.7,0.8,34.7,1.5,0
320130302,Garros,32013,Auch,,,2220.0,7850.0,15200.0,1.65,0.0,990.0,3580.0,5420.0,10770.0,13630.0,17400.0,22660.0,,146.1,0.496,55.9,47.8,6.7,1.4,43.3,0.8,0
320130401,Zone d'Activités Sud,32013,Auch,53.1,16.6,15820.0,22140.0,29740.0,0.63,10070.0,14290.0,17390.0,19810.0,24680.0,27800.0,31890.0,40330.0,4.0,5.2,0.307,56.8,49.2,2.2,5.4,38.5,4.7,0
320130501,Zone d'Activité Quart Nord Est,32013,Auch,,,17760.0,24330.0,32110.0,0.59,11130.0,15540.0,18890.0,21760.0,27110.0,30310.0,35220.0,44670.0,4.0,5.1,0.308,56.8,48.3,2.2,6.3,35.5,7.7,0
320130601,Auch Rural,32013,Auch,59.3,13.7,18200.0,25100.0,34490.0,0.65,11170.0,16780.0,19710.0,22490.0,28530.0,32130.0,37210.0,49050.0,4.4,6.3,0.345,60.2,47.3,1.7,11.2,33.3,6.5,0
330030101,Chemin de la Vie,33003,Ambarès-et-Lagrave,46.3,24.7,13100.0,20170.0,26850.0,0.68,5380.0,11180.0,14810.0,17710.0,22450.0,25170.0,28620.0,34090.0,6.3,7.1,0.313,77.2,69.9,4.2,3.1,17.8,5.0,0
330030102,Lagrave-Le Bourg,33003,Ambarès-et-Lagrave,42.4,25.9,12740.0,18680.0,25320.0,0.67,6570.0,10910.0,14130.0,16250.0,21150.0,23970.0,27330.0,33140.0,5.0,6.6,0.324,73.0,64.9,4.1,4.0,23.6,3.4,0
330030103,Sabaeges,33003,Ambarès-et-Lagrave,49.2,24.1,13690.0,20310.0,27130.0,0.66,6760.0,11440.0,15100.0,17740.0,22800.0,25480.0,28720.0,35600.0,5.3,6.4,0.313,72.2,65.7,3.6,2.9,24.9,2.9,0
330030104,Parabelle,33003,Ambarès-et-Lagrave,50.2,21.1,14250.0,20930.0,27790.0,0.65,7170.0,12350.0,15840.0,18480.0,23260.0,26080.0,29870.0,36530.0,5.1,6.5,0.315,69.7,63.0,3.3,3.4,26.7,3.6,0
330050101,Sud Ouest,33005,Andernos-les-Bains,62.7,10.4,18430.0,26840.0,38520.0,0.75,12830.0,16660.0,20250.0,23410.0,31290.0,35360.0,42930.0,54870.0,4.3,6.1,0.353,46.8,36.3,2.3,8.2,42.5,10.7,0
330050102,Nord Ouest,33005,Andernos-les-Bains,,,17530.0,24840.0,35370.0,0.72,11400.0,15980.0,19080.0,21970.0,27710.0,32740.0,38740.0,48700.0,4.3,5.9,0.341,44.3,36.7,2.4,5.2,47.2,8.5,0
330050103,Nord Est,33005,Andernos-les-Bains,63.5,11.7,17850.0,25240.0,35310.0,0.69,12240.0,16350.0,19590.0,22510.0,28640.0,32710.0,38020.0,46310.0,3.8,5.0,0.305,57.1,48.2,3.0,5.9,36.1,6.8,0
330050104,Sud Est,33005,Andernos-les-Bains,64.8,8.5,20150.0,27860.0,38260.0,0.65,13830.0,18700.0,21660.0,24420.0,31040.0,35640.0,42020.0,51520.0,3.7,4.9,0.307,48.2,41.6,2.5,4.1,44.2,7.6,0
330090101,Le Moulleau-Les Abatilles,33009,Arcachon,66.0,12.9,19540.0,29200.0,46330.0,0.92,11020.0,16870.0,21680.0,25880.0,35420.0,42880.0,50100.0,71230.0,6.5,10.0,0.441,46.0,29.3,2.5,14.2,40.5,13.5,0
330090102,Pereire-Ville d'Hiver,33009,Arcachon,66.9,,20610.0,32680.0,52020.0,0.96,12480.0,18710.0,23550.0,27920.0,38710.0,48100.0,58600.0,82380.0,6.6,9.3,0.424,34.3,23.3,2.1,8.9,46.8,18.9,0
330090103,Ville d'Été,33009,Arcachon,59.5,15.2,16530.0,24420.0,36300.0,0.81,9940.0,14700.0,17840.0,20950.0,28290.0,32900.0,39130.0,51340.0,5.2,7.3,0.373,27.9,23.0,2.0,2.9,59.1,13.0,0
330090104,Saint-Ferdinand,33009,Arcachon,,,15960.0,25200.0,38010.0,0.88,9260.0,14340.0,17700.0,21250.0,29580.0,34530.0,41770.0,56090.0,6.1,8.2,0.396,33.4,28.1,1.9,3.4,55.0,11.6,0
330090105,Aiguillon,33009,Arcachon,52.0,24.2,13250.0,21950.0,32280.0,0.87,7570.0,11540.0,15150.0,18590.0,25360.0,29650.0,35910.0,46960.0,6.2,9.5,0.404,43.8,34.7,2.9,6.2,45.1,11.1,0
330390101,La Castagne-La Ferrade,33039,Bègles,64.6,11.2,18790.0,26080.0,35740.0,0.65,12540.0,16950.0,20140.0,23100.0,29090.0,32990.0,38540.0,47850.0,3.8,5.2,0.307,74.1,64.4,2.8,6.9,21.6,4.3,0
330390102,La Raze,33039,Bègles,64.5,9.6,18920.0,25830.0,34830.0,0.62,13180.0,17250.0,20370.0,23100.0,28850.0,32650.0,37420.0,45180.0,3.4,4.3,0.278,73.6,64.5,3.1,6.0,22.3,4.1,0
330390103,Centujean,33039,Bègles,61.9,11.7,18270.0,24870.0,32370.0,0.57,11940.0,16300.0,19780.0,22100.0,27310.0,30090.0,34390.0,42370.0,3.5,4.5,0.279,75.4,67.1,3.5,4.8,21.1,3.5,0
330390104,Sembat,33039,Bègles,55.3,20.6,14850.0,22440.0,29520.0,0.65,8210.0,12750.0,16530.0,19420.0,25090.0,27950.0,31970.0,38160.0,4.6,5.8,0.308,78.9,71.2,3.9,3.8,17.2,3.9,0
330390105,Birambits,33039,Bègles,50.3,27.4,12330.0,19670.0,26890.0,0.74,6830.0,10570.0,13870.0,16860.0,22170.0,24950.0,28540.0,35060.0,5.1,6.6,0.318,78.8,72.3,4.2,2.3,19.0,2.2,0
330390106,Le Preche,33039,Bègles,,,9520.0,16150.0,22500.0,0.8,4760.0,7580.0,11350.0,13650.0,18570.0,20910.0,24930.0,31030.0,6.5,8.9,0.356,76.3,66.8,5.7,3.8,22.9,0.8,0
330390107,Mairie Bourg,33039,Bègles,56.5,16.8,15990.0,23110.0,30660.0,0.63,9730.0,13990.0,17540.0,20360.0,25850.0,29100.0,32970.0,40240.0,4.1,5.2,0.297,72.6,65.7,3.1,3.8,23.1,4.3,0
330390108,Argous,33039,Bègles,46.1,25.7,12700.0,20340.0,28410.0,0.77,5630.0,10560.0,14590.0,17690.0,23180.0,26490.0,30270.0,38920.0,6.9,8.3,0.344,67.5,60.0,3.5,4.0,28.8,3.7,0
330390109,Dorat Verduc,33039,Bègles,36.8,41.4,8290.0,15620.0,23010.0,0.94,2630.0,6600.0,9700.0,12320.0,18040.0,20770.0,24510.0,30800.0,11.7,12.0,0.384,74.0,66.4,5.0,2.6,23.1,2.9,1
330510101,Ouest,33051,Biganos,50.5,15.3,16010.0,21350.0,28380.0,0.58,10590.0,14720.0,17020.0,19260.0,23880.0,26920.0,30140.0,36290.0,3.4,4.1,0.262,67.6,59.9,3.4,4.3,29.9,2.5,0
330510102,Centre Aggloméré,33051,Biganos,56.4,11.6,17420.0,23340.0,30070.0,0.54,12110.0,15970.0,18740.0,20990.0,25610.0,28500.0,32360.0,38770.0,3.2,3.7,0.245,65.1,59.1,2.6,3.4,32.3,2.6,0
330510103,Diffus,33051,Biganos,53.8,14.1,16570.0,22430.0,29250.0,0.57,11180.0,15150.0,17770.0,20150.0,25170.0,27940.0,31030.0,37360.0,3.3,4.1,0.261,73.8,66.4,4.0,3.4,23.7,2.5,0
330560101,Marnieres,33056,Blanquefort,65.7,12.6,18330.0,25860.0,34300.0,0.62,11290.0,16470.0,20020.0,23070.0,28770.0,32430.0,36850.0,47240.0,4.2,5.7,0.318,73.4,65.7,2.9,4.8,20.9,5.7,0
330560102,Caychac Bourg,33056,Blanquefort,63.4,10.4,18440.0,25850.0,33900.0,0.6,12760.0,16720.0,19900.0,23060.0,28570.0,32170.0,36650.0,43420.0,3.4,4.6,0.288,67.7,61.2,2.4,4.1,28.3,4.0,0
330560103,Majolan,33056,Blanquefort,44.4,27.4,12100.0,18870.0,26870.0,0.78,5580.0,10530.0,13670.0,16660.0,21680.0,24950.0,29130.0,36110.0,6.5,7.5,0.335,68.2,62.6,3.6,2.0,29.5,2.3,0
330560104,Centre Ville,33056,Blanquefort,56.2,16.5,15930.0,22650.0,30110.0,0.63,9010.0,14410.0,17430.0,20100.0,25260.0,28350.0,32940.0,40680.0,4.5,5.7,0.307,67.5,60.9,3.5,3.1,28.8,3.7,0
330560105,Saturne,33056,Blanquefort,69.5,,20850.0,26550.0,36020.0,0.57,15230.0,19440.0,22020.0,24270.0,29710.0,33470.0,39110.0,47830.0,3.1,4.2,0.288,66.0,59.5,2.0,4.5,28.0,6.0,0
330630101,Le Lac 1,33063,Bordeaux,45.3,33.9,10410.0,17940.0,26210.0,0.88,3870.0,8650.0,11680.0,15490.0,20750.0,24320.0,28700.0,35650.0,9.2,10.4,0.366,86.5,77.1,6.4,3.0,11.6,1.9,0
330630103,Le Lac 3,33063,Bordeaux,29.4,60.3,5790.0,10300.0,18050.0,1.19,1380.0,4580.0,6740.0,8540.0,12890.0,15890.0,20170.0,26360.0,19.1,17.3,0.43,86.0,75.7,7.5,2.8,13.1,0.9,0
330630201,Bacalan 1,33063,Bordeaux,48.4,34.8,8570.0,18000.0,25970.0,0.97,860.0,5890.0,10230.0,14810.0,20690.0,23930.0,28360.0,34710.0,40.3,20.5,0.401,80.3,71.8,4.8,3.7,17.8,1.9,0
330630202,Bacalan 2,33063,Bordeaux,49.9,28.0,11590.0,20150.0,29830.0,0.91,5150.0,9710.0,13850.0,17150.0,23730.0,27650.0,32570.0,41470.0,8.0,10.1,0.372,83.3,73.3,5.0,5.0,14.2,2.5,0
330630203,Bacalan 3,33063,Bordeaux,37.5,35.8,9060.0,17020.0,23710.0,0.86,2330.0,7270.0,10810.0,14020.0,19340.0,22280.0,26120.0,32020.0,13.7,13.2,0.379,68.6,61.4,4.1,3.1,27.6,3.8,0
330630204,Bacalan 4,33063,Bordeaux,23.7,56.3,5500.0,11750.0,17950.0,1.06,440.0,3700.0,6810.0,9510.0,14230.0,16420.0,19650.0,23950.0,54.0,21.1,0.4,70.7,63.9,5.7,1.1,28.6,0.7,0
330630301,Chartrons-Grand Parc 1,33063,Bordeaux,52.2,28.1,11780.0,20290.0,30810.0,0.94,5300.0,9800.0,13690.0,17050.0,24030.0,28280.0,34780.0,44010.0,8.3,11.0,0.401,84.6,74.1,5.2,5.3,10.9,4.5,0
330630302,Chartrons-Grand Parc 2,33063,Bordeaux,57.6,23.0,14020.0,24460.0,39380.0,1.04,5900.0,11580.0,16200.0,20630.0,29810.0,35370.0,44080.0,62170.0,10.5,14.3,0.458,78.3,65.3,3.9,9.1,11.6,10.1,0
330630303,Chartrons-Grand Parc 3,33063,Bordeaux,49.1,29.1,11840.0,18970.0,28170.0,0.86,5450.0,10050.0,13230.0,16050.0,22320.0,25900.0,31410.0,39440.0,7.2,9.6,0.384,80.2,70.5,4.7,5.0,16.6,3.2,0
330630305,Chartrons-Grand Parc 5,33063,Bordeaux,28.2,52.7,6300.0,12230.0,19110.0,1.05,1820.0,4780.0,7410.0,10070.0,15330.0,17810.0,21050.0,25370.0,13.9,15.0,0.395,67.4,60.8,5.4,1.2,31.6,1.0,0
330630306,Chartrons-Grand Parc 6,33063,Bordeaux,32.1,50.9,6200.0,12730.0,20060.0,1.09,1930.0,4690.0,7280.0,9770.0,15510.0,18400.0,22030.0,29040.0,15.1,17.4,0.43,67.8,60.1,4.9,2.8,30.1,2.1,0
330630307,Chartrons-Grand Parc 7,33063,Bordeaux,41.5,42.1,7560.0,16050.0,26390.0,1.17,2480.0,6110.0,8980.0,12230.0,19820.0,24140.0,29300.0,39790.0,16.1,19.5,0.468,71.5,59.7,5.0,6.8,24.7,3.8,0
330630308,Chartrons-Grand Parc 8,33063,Bordeaux,33.8,52.4,6370.0,12550.0,21670.0,1.22,930.0,4710.0,7350.0,10040.0,15780.0,19610.0,24510.0,33320.0,35.9,28.1,0.486,67.4,56.6,4.5,6.3,28.7,3.9,0
330630309,Chartrons-Grand Parc 9,33063,Bordeaux,69.9,12.6,20410.0,32670.0,51440.0,0.95,10810.0,17700.0,22880.0,27710.0,39400.0,47180.0,56560.0,78730.0,7.3,10.6,0.435,71.9,54.3,3.0,14.6,17.9,10.2,0
330630310,Chartrons-Grand Parc 10,33063,Bordeaux,68.3,12.1,20410.0,31060.0,46480.0,0.84,11910.0,17870.0,22750.0,26810.0,35960.0,41900.0,51210.0,71980.0,6.0,15.4,0.556,54.7,44.7,2.2,7.8,11.7,33.6,0
330630311,Chartrons-Grand Parc 11,33063,Bordeaux,60.9,19.5,15970.0,26230.0,40810.0,0.95,7760.0,13400.0,18170.0,22370.0,31360.0,37390.0,46100.0,60150.0,7.8,10.9,0.417,80.1,66.6,4.8,8.7,11.9,8.0,0
330630312,Chartrons-Grand Parc 12,33063,Bordeaux,62.3,17.5,16470.0,25980.0,38190.0,0.84,8630.0,14360.0,18340.0,22460.0,29510.0,34370.0,42390.0,55140.0,6.4,8.8,0.379,77.6,67.8,3.3,6.5,15.7,6.7,0
330630313,Chartrons-Grand Parc 13,33063,Bordeaux,56.7,27.6,11860.0,21190.0,29730.0,0.84,4210.0,9590.0,14220.0,17910.0,24430.0,27670.0,32340.0,40930.0,9.7,11.5,0.374,79.7,72.0,4.1,3.6,17.2,3.1,0
330630401,La Bastide 1,33063,Bordeaux,55.1,24.1,13230.0,21400.0,33030.0,0.93,6220.0,11360.0,15000.0,18450.0,25230.0,29990.0,35990.0,46010.0,7.4,9.2,0.382,76.8,67.2,3.9,5.7,18.0,5.2,0
330630402,La Bastide 2,33063,Bordeaux,58.1,17.6,16500.0,25640.0,36800.0,0.79,8360.0,14280.0,18200.0,21510.0,29540.0,33630.0,40420.0,50470.0,6.0,8.3,0.371,77.4,63.7,3.1,10.6,15.8,6.8,0
330630403,La Bastide 3,33063,Bordeaux,60.2,18.4,15720.0,24380.0,34230.0,0.76,7570.0,13990.0,17950.0,21440.0,27690.0,31690.0,36630.0,45700.0,6.0,7.9,0.351,78.2,67.7,3.5,7.0,16.9,4.9,0
330630404,La Bastide 4,33063,Bordeaux,,,5410.0,10010.0,16420.0,1.1,860.0,4080.0,5970.0,8060.0,12380.0,14950.0,18510.0,23840.0,27.8,19.2,0.417,70.0,61.0,7.3,1.7,29.2,0.8,0
330630405,La Bastide 5,33063,Bordeaux,52.2,22.8,13760.0,22080.0,32610.0,0.85,6000.0,11770.0,15450.0,19020.0,25820.0,29620.0,36500.0,46050.0,7.7,9.8,0.38,78.1,67.0,4.5,6.6,15.6,6.3,0
330630501,Hôtel de Ville-Quinconces 1,33063,Bordeaux,51.2,28.5,11160.0,21850.0,35360.0,1.11,2890.0,8680.0,13930.0,18350.0,26470.0,32460.0,39060.0,56960.0,19.7,24.6,0.501,78.1,61.6,3.5,13.0,13.3,8.6,0
330630502,Hôtel de Ville-Quinconces 2,33063,Bordeaux,52.8,26.7,12370.0,21500.0,34370.0,1.02,4640.0,9960.0,14070.0,17840.0,25880.0,30940.0,37340.0,50290.0,10.8,14.0,0.423,85.5,69.9,5.1,10.5,10.8,3.7,0
330630503,Hôtel de Ville-Quinconces 3,33063,Bordeaux,63.1,16.5,17170.0,27720.0,44120.0,0.97,9010.0,14890.0,19290.0,23980.0,32990.0,39440.0,50900.0,67670.0,7.5,11.0,0.434,67.1,57.0,3.2,6.9,22.9,10.0,0
330630504,Hôtel de Ville-Quinconces 4,33063,Bordeaux,53.4,26.5,12380.0,22250.0,33040.0,0.93,5530.0,10040.0,14410.0,18670.0,25540.0,29960.0,37670.0,52610.0,9.5,23.9,0.586,60.8,50.1,3.5,7.2,11.5,27.7,0
330630505,Hôtel de Ville-Quinconces 5,33063,Bordeaux,50.5,28.8,11300.0,20490.0,32150.0,1.02,4660.0,8930.0,13450.0,17040.0,24620.0,29630.0,35670.0,46760.0,10.0,14.3,0.431,82.4,69.2,5.0,8.2,12.2,5.4,0
330630506,Hôtel de Ville-Quinconces 6,33063,Bordeaux,64.5,15.8,17670.0,29500.0,46510.0,0.98,8250.0,14920.0,19980.0,25070.0,34900.0,42640.0,52970.0,71740.0,8.7,12.6,0.458,70.7,55.6,3.7,11.4,17.4,11.9,0
330630507,Hôtel de Ville-Quinconces 7,33063,Bordeaux,69.9,12.6,20730.0,35770.0,56540.0,1.0,10980.0,18020.0,23630.0,29920.0,42530.0,50830.0,61710.0,85490.0,7.8,11.1,0.431,66.8,52.9,2.7,11.2,20.3,12.9,0
330630508,Hôtel de Ville-Quinconces 8,33063,Bordeaux,50.2,27.5,11880.0,20960.0,33150.0,1.02,4740.0,9480.0,13820.0,17230.0,24710.0,29780.0,37540.0,51640.0,10.9,14.9,0.448,77.9,61.5,5.7,10.7,15.2,6.9,0
330630601,Saint-Seurin-Fondaudège 1,33063,Bordeaux,64.9,15.4,18550.0,29770.0,46330.0,0.93,9810.0,15860.0,20410.0,24700.0,34920.0,41730.0,52520.0,71300.0,7.3,10.7,0.43,74.9,61.8,2.5,10.6,15.8,9.3,0
330630602,Saint-Seurin-Fondaudège 2,33063,Bordeaux,68.6,11.1,21330.0,33640.0,51540.0,0.9,12600.0,18360.0,23520.0,28260.0,39400.0,46810.0,57210.0,76500.0,6.1,11.1,0.456,65.7,52.2,2.3,11.2,18.8,15.5,0
330630603,Saint-Seurin-Fondaudège 3,33063,Bordeaux,67.2,10.4,19950.0,29320.0,46470.0,0.9,12690.0,17790.0,21720.0,25600.0,34600.0,41080.0,51930.0,74590.0,5.9,8.7,0.415,66.9,55.6,1.7,9.6,21.6,11.5,0
330630604,Saint-Seurin-Fondaudège 4,33063,Bordeaux,65.9,12.5,19640.0,30840.0,46260.0,0.86,11300.0,17180.0,21630.0,25930.0,36340.0,41680.0,50430.0,71770.0,6.3,9.0,0.401,73.8,61.5,3.4,8.9,17.8,8.4,0
330630605,Saint-Seurin-Fondaudège 5,33063,Bordeaux,64.3,14.3,18940.0,31210.0,50880.0,1.02,9700.0,15890.0,21480.0,26630.0,38360.0,45130.0,57720.0,86960.0,9.0,12.6,0.455,62.1,48.7,2.4,11.0,24.7,13.2,0
330630606,Saint-Seurin-Fondaudège 6,33063,Bordeaux,70.2,,22460.0,33540.0,50160.0,0.83,14600.0,19980.0,24780.0,29660.0,38200.0,45810.0,53690.0,69930.0,4.8,7.8,0.392,69.2,55.2,2.0,12.0,21.5,9.3,0
330630607,Saint-Seurin-Fondaudège 7,33063,Bordeaux,66.1,13.3,19020.0,30860.0,45820.0,0.87,10470.0,16720.0,21220.0,25750.0,35880.0,42010.0,50790.0,71360.0,6.8,11.4,0.458,68.5,57.2,2.8,8.5,15.2,16.3,0
330630608,Saint-Seurin-Fondaudège 8,33063,Bordeaux,73.7,7.5,24800.0,36860.0,53910.0,0.79,15450.0,21690.0,27320.0,32430.0,42990.0,49730.0,59370.0,82060.0,5.3,7.6,0.381,65.0,52.7,1.9,10.4,25.0,10.0,0
330630609,Saint-Seurin-Fondaudège 9,33063,Bordeaux,69.9,10.5,21000.0,32330.0,53830.0,1.02,12530.0,18820.0,23150.0,27890.0,39380.0,48140.0,62310.0,84530.0,6.7,10.3,0.438,64.1,51.7,2.3,10.1,22.5,13.4,0
330630701,Villa Primerose Parc Bor.-Cauderan 1,33063,Bordeaux,69.2,9.0,20630.0,30390.0,44210.0,0.78,13750.0,18810.0,22350.0,26630.0,34740.0,40250.0,48790.0,69320.0,5.0,7.1,0.376,65.5,53.9,2.5,9.1,25.3,9.2,0
330630702,Villa Primerose Parc Bor.-Cauderan 2,33063,Bordeaux,72.6,8.1,23170.0,36470.0,56890.0,0.92,14270.0,20120.0,25680.0,30700.0,42840.0,51530.0,64250.0,93290.0,6.5,10.8,0.464,56.5,44.1,1.6,10.8,22.3,21.2,0
330630703,Villa Primerose Parc Bor.-Cauderan 3,33063,Bordeaux,75.1,,23140.0,35920.0,50770.0,0.77,14710.0,20640.0,25400.0,29910.0,41040.0,46200.0,56760.0,80550.0,5.5,7.6,0.396,67.9,56.0,1.8,10.1,21.9,10.2,0
330630704,Villa Primerose Parc Bor.-Cauderan 4,33063,Bordeaux,70.6,7.1,22250.0,31460.0,46720.0,0.78,14810.0,20160.0,23840.0,26970.0,35880.0,42220.0,52040.0,71960.0,4.9,7.1,0.389,67.7,53.1,2.0,12.6,23.9,8.4,0
330630705,Villa Primerose Parc Bor.-Cauderan 5,33063,Bordeaux,71.8,10.6,21890.0,31870.0,50140.0,0.89,12630.0,19090.0,23650.0,27430.0,37390.0,45120.0,57340.0,80900.0,6.4,9.5,0.426,68.2,54.9,2.0,11.3,18.6,13.2,0
330630706,Villa Primerose Parc Bor.-Cauderan 6,33063,Bordeaux,69.1,9.3,20440.0,30230.0,42000.0,0.71,13530.0,18260.0,22480.0,26140.0,33730.0,39080.0,45640.0,61050.0,4.5,6.2,0.347,62.4,53.5,1.7,7.2,28.7,8.9,0
330630801,Lestonat-Monsejour 1,33063,Bordeaux,71.5,10.5,20410.0,30320.0,43580.0,0.76,12780.0,18590.0,22180.0,25870.0,34030.0,38630.0,49550.0,70030.0,5.5,7.9,0.403,62.6,52.4,1.8,8.4,23.8,13.6,0
330630802,Lestonat-Monsejour 2,33063,Bordeaux,59.5,15.8,16640.0,24710.0,35110.0,0.75,9880.0,14530.0,18590.0,21920.0,28330.0,32980.0,38770.0,50430.0,5.1,6.7,0.342,65.7,59.2,2.5,4.0,29.2,5.1,0
330630803,Lestonat-Monsejour 3,33063,Bordeaux,65.1,12.8,17710.0,25320.0,36340.0,0.74,11070.0,16560.0,19610.0,22500.0,28760.0,33350.0,40210.0,51390.0,4.6,6.0,0.341,61.3,52.7,2.5,6.1,33.7,5.0,0
330630804,Lestonat-Monsejour 4,33063,Bordeaux,69.8,9.8,20290.0,28790.0,42180.0,0.76,13180.0,18250.0,22400.0,25360.0,33030.0,37800.0,46660.0,64110.0,4.9,6.3,0.351,61.6,52.5,2.2,6.9,29.7,8.7,0
330630805,Lestonat-Monsejour 5,33063,Bordeaux,63.7,13.8,17710.0,26320.0,38980.0,0.81,10650.0,15930.0,19300.0,22620.0,30340.0,35720.0,41700.0,54170.0,5.1,7.0,0.36,74.2,65.2,2.8,6.2,20.2,5.6,0
330630806,Lestonat-Monsejour 6,33063,Bordeaux,72.6,8.3,21880.0,30610.0,42630.0,0.68,14490.0,20160.0,23680.0,27060.0,34760.0,39570.0,47430.0,59640.0,4.1,5.3,0.315,67.7,57.9,2.1,7.7,26.7,5.6,0
330630807,Lestonat-Monsejour 7,33063,Bordeaux,55.3,21.6,14370.0,22530.0,33370.0,0.84,8360.0,12390.0,16240.0,19570.0,26690.0,30220.0,36240.0,44130.0,5.3,7.1,0.345,74.6,66.5,2.5,5.6,22.2,3.2,0
330630808,Lestonat-Monsejour 8,33063,Bordeaux,56.3,20.7,14430.0,22460.0,32030.0,0.78,7730.0,12510.0,16060.0,19130.0,25510.0,29500.0,34150.0,44340.0,5.7,8.7,0.383,65.7,57.6,2.8,5.3,27.8,6.5,0
330630809,Lestonat-Monsejour 9,33063,Bordeaux,71.6,8.4,21420.0,32310.0,45460.0,0.74,14210.0,19390.0,23330.0,27520.0,36150.0,42030.0,49610.0,65610.0,4.6,6.5,0.363,68.1,58.6,2.2,7.3,23.1,8.8,0
330630901,Saint-Augustin 1,33063,Bordeaux,,,13090.0,20280.0,29420.0,0.81,5910.0,11150.0,14870.0,17630.0,23190.0,26330.0,31620.0,39190.0,6.6,8.6,0.366,73.7,66.9,3.2,3.6,20.7,5.6,1
