IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
751124812,Quinze Vingts 12,75112,Paris 12e Arrondissement,48.7,41,9460,15080,26820,1.15,4520,8520,10520,12670,20520,24730,29530,39420,8.7,12.4,0.448,78.8,71.9,3.2,3.7,17.4,3.8,0
751134901,Salpetriere 1,75113,Paris 13e Arrondissement,63.8,24.5,13090,23780,35900,0.96,4950,10680,15960,19870,28170,33140,40490,55910,11.3,12.6,0.407,75.6,70,2.1,3.5,21.1,3.3,0
751134902,Salpetriere 2,75113,Paris 13e Arrondissement,62.6,23.9,13430,23560,37140,1.01,6360,10950,15450,19390,28550,33960,41080,53770,8.4,10.2,0.392,67.5,60.7,2.9,3.9,28.2,4.3,0
751134903,Salpetriere 3,75113,Paris 13e Arrondissement,72.6,19.8,16040,31290,45000,0.93,8300,13140,19660,24780,36320,40930,48940,64440,7.8,9.5,0.382,70.4,64.4,2.3,3.7,23.1,6.5,0
751134904,Salpetriere 4,75113,Paris 13e Arrondissement,54.7,33.8,11220,18910,30350,1.01,5060,9930,12110,14970,23310,27730,35230,46450,9.2,10.6,0.426,69.2,63.4,2.7,3.1,27.3,3.5,0
751134905,Salpetriere 5,75113,Paris 13e Arrondissement,74.9,10.7,22370,34540,49480,0.78,12370,20130,24940,29990,40240,45820,55150,71210,5.8,7.5,0.36,73.7,64.7,2.4,6.6,19.8,6.5,0
751134906,Salpetriere 6,75113,Paris 13e Arrondissement,76.7,11.5,23180,36380,53930,0.85,10730,19950,26970,31970,41900,49610,59260,81420,7.6,9,0.382,72.6,64.2,1.9,6.5,21.6,5.8,0
751134907,Salpetriere 7,75113,Paris 13e Arrondissement,72.2,15.8,19070,31710,47760,0.9,9740,16430,22620,27060,36270,43090,54250,70450,7.2,8.5,0.375,75.6,67.3,2.8,5.5,18.4,6,0
751135001,Gare 1,75113,Paris 13e Arrondissement,48.7,33.6,10800,17160,26120,0.89,5800,9890,12070,14340,20190,23880,27510,32370,5.6,6.4,0.325,81.8,76.9,4,0.9,16.7,1.5,0
751135002,Gare 2,75113,Paris 13e Arrondissement,38.3,44.1,8340,14260,21140,0.9,4810,7400,9440,11910,16540,19400,23480,28710,6,7.8,0.353,73.2,66.2,4.1,2.9,25.6,1.2,0
751135003,Gare 3,75113,Paris 13e Arrondissement,48.2,31.8,10950,18350,27450,0.9,5810,9430,12400,15500,21350,25000,30300,39010,6.7,8.8,0.384,70.9,63.9,3.4,3.6,23,6.1,0
751135004,Gare 4,75113,Paris 13e Arrondissement,37.3,42.8,9130,14470,23390,0.99,4980,8240,10090,12290,17740,21370,27130,34900,7,8.8,0.397,79.4,70.9,2.6,5.9,15.6,5,0
751135005,Gare 5,75113,Paris 13e Arrondissement,60.3,26,12620,22430,36700,1.07,6370,10610,14450,18430,27350,33260,40070,52230,8.2,10.6,0.411,71.2,63.1,2.9,5.2,21.4,7.4,0
751135006,Gare 6,75113,Paris 13e Arrondissement,66,19.3,15230,25700,38270,0.9,7280,13570,17220,21180,30530,35970,42640,53770,7.4,8.6,0.368,66.8,60.5,2.2,4.1,27.7,5.5,0
751135007,Gare 7,75113,Paris 13e Arrondissement,61.7,25.3,12850,22250,33380,0.92,5480,10860,14760,18450,26160,31200,36580,46340,8.5,9.9,0.377,66.8,61.3,2.8,2.7,29.4,3.8,0
751135008,Gare 8,75113,Paris 13e Arrondissement,51.6,28.9,10810,20060,33050,1.11,4840,8900,13220,15380,23750,29670,37260,48210,10,12.6,0.424,70.3,63.2,2.7,4.4,23.3,6.4,0
751135009,Gare 9,75113,Paris 13e Arrondissement,57.2,22.8,13680,22600,30720,0.75,7220,11630,15560,19970,25180,28180,32420,38700,5.4,6.4,0.312,86.8,82.5,2.2,2.1,11.1,2.1,0
751135010,Gare 10,75113,Paris 13e Arrondissement,68.9,19.7,16170,28060,41080,0.89,7590,13070,18460,23180,32560,38050,45610,57090,7.5,9.2,0.371,76.6,67.5,3.1,6,18.6,4.8,0
751135011,Gare 11,75113,Paris 13e Arrondissement,69.1,19.9,15930,27350,40880,0.91,7470,13060,18430,22840,32070,37340,43430,56790,7.6,9.3,0.386,80.5,71.5,2.5,6.5,15.5,4,0
751135012,Gare 12,75113,Paris 13e Arrondissement,65.2,24.3,13510,24620,37880,0.99,5680,10570,16190,20510,28540,34240,40630,51860,9.1,11.2,0.392,82.6,73.9,4.2,4.5,13.8,3.6,0
751135013,Gare 13,75113,Paris 13e Arrondissement,37.3,45.3,8180,14060,22980,1.05,3830,6930,9220,11310,16990,20620,25110,32120,8.4,10.6,0.396,75.3,69.5,4.3,1.5,24.2,0.5,0
751135014,Gare 14,75113,Paris 13e Arrondissement,76,12.5,19970,32300,45880,0.8,10920,17740,22710,27590,37050,42370,50160,60890,5.6,6.8,0.334,79.2,72.7,2.9,3.6,16.6,4.2,0
751135015,Gare 15,75113,Paris 13e Arrondissement,64.3,22.7,13670,22780,35880,0.97,6860,11380,15580,19530,27190,32400,39990,58000,8.4,12.1,0.452,89,80.4,2.5,6.1,7.6,3.4,1
751135016,Gare 16,75113,Paris 13e Arrondissement,57.9,29.5,11050,19640,32910,1.11,6050,9180,13110,16540,23710,30260,37470,51110,8.5,12.9,0.455,90.3,82.4,3,4.9,5.9,3.8,0
751135018,Gare 18,75113,Paris 13e Arrondissement,73,19.5,17050,28490,40600,0.83,8550,13350,19510,23930,32640,38040,44450,55980,6.6,8.6,0.361,84.2,74.2,3.1,6.9,12.7,3.1,0
751135019,Gare 19,75113,Paris 13e Arrondissement,68.2,21.3,15070,27470,40940,0.94,6220,12040,17400,22440,32180,37720,44030,54420,8.7,10.3,0.37,83.1,77.6,2.4,3.1,14.1,2.8,0
751135020,Gare 20,75113,Paris 13e Arrondissement,70.2,15.6,17680,27870,40750,0.83,10100,15150,19700,23800,32570,38090,43690,55020,5.4,6.8,0.339,78.3,72.8,2.5,3,18.8,2.9,0
751135021,Gare 21,75113,Paris 13e Arrondissement,70.3,17.6,17270,28710,42210,0.87,8520,14120,19570,24020,32700,38900,45800,60010,7,8.6,0.368,66.9,59.9,2.9,4.1,29.3,3.8,0
751135023,Gare 23,75113,Paris 13e Arrondissement,74.1,14.3,18960,27790,38960,0.72,10740,16150,21080,24990,31280,36350,42310,52590,4.9,5.8,0.313,65,60.2,2.3,2.5,31.4,3.6,0
751135024,Gare 24,75113,Paris 13e Arrondissement,72.8,17.9,17860,30500,47010,0.96,7850,14330,20580,25630,36540,42950,52760,69860,8.9,10.6,0.402,73.3,66.1,2.1,5.1,20.7,6,0
751135025,Gare 25,75113,Paris 13e Arrondissement,64.5,22.1,14210,25650,39150,0.97,6360,11600,16330,21090,29530,35560,42850,52250,8.2,9.8,0.376,64.6,59.7,1.8,3.1,31.5,3.9,0
751135026,Gare 26,75113,Paris 13e Arrondissement,46.3,37.1,9640,18020,29220,1.09,4870,7910,11350,14590,22180,26950,32390,42730,8.8,12.3,0.434,71.7,67.5,2.6,1.6,26.3,2,0
751135027,Gare 27,75113,Paris 13e Arrondissement,49.4,40.5,7980,16120,26920,1.17,3630,6860,9330,12560,20210,24610,29900,38270,10.6,12.1,0.404,63.4,58.4,3.1,1.9,34.5,2.1,0
751135028,Gare 28,75113,Paris 13e Arrondissement,65.2,20.6,14900,25460,39030,0.95,6480,12600,17520,21680,30850,36330,43770,58060,9,9.9,0.38,67.8,62.5,2.8,2.5,28.4,3.8,0
751135029,Gare 29,75113,Paris 13e Arrondissement,62.9,26,12730,23250,34450,0.93,6040,11040,14440,18990,27930,32020,37970,47000,7.8,9.3,0.373,60.4,55.6,2.6,2.2,36.6,3,0
751135030,Gare 30,75113,Paris 13e Arrondissement,58.9,23.9,13500,21970,32500,0.86,6800,11190,15320,19110,25070,28890,35310,42890,6.3,7.9,0.353,73.2,68.2,2.9,2.1,23.8,3,0
751135031,Gare 31,75113,Paris 13e Arrondissement,57.5,30,11780,19940,29800,0.9,6180,10350,12970,16090,23710,27990,32290,38720,6.3,7.5,0.348,66.4,61.7,3.4,1.3,31.5,2.1,0
751135101,Maison Blanche 1,75113,Paris 13e Arrondissement,49.8,36.5,9930,17100,28650,1.09,5210,8590,11330,14000,21250,25880,31620,39200,7.5,9.8,0.389,74.8,68.2,3.7,2.9,23.1,2.1,0
751135102,Maison Blanche 2,75113,Paris 13e Arrondissement,57.4,28.4,12330,20890,33730,1.02,7160,10540,13640,17400,25050,30520,36720,48120,6.7,9.1,0.395,76.1,67.8,2.5,5.8,18.4,5.5,0
751135103,Maison Blanche 3,75113,Paris 13e Arrondissement,62.6,26,12560,22990,35120,0.98,5980,10400,14390,18440,27290,31930,40500,56720,9.5,12.2,0.423,69.8,63.2,2.8,3.8,23.5,6.7,0
751135104,Maison Blanche 4,75113,Paris 13e Arrondissement,57.6,27.3,12140,22490,35010,1.02,4990,10000,14110,18590,26770,31930,38220,52320,10.5,11.9,0.402,76.9,69.9,3.2,3.8,19.8,3.3,0
751135105,Maison Blanche 5,75113,Paris 13e Arrondissement,75.3,12.8,20410,32380,47220,0.83,11110,17610,23130,27770,37700,44050,52070,65930,5.9,7.7,0.357,71.8,64.6,2.6,4.6,22.3,5.9,0
751135106,Maison Blanche 6,75113,Paris 13e Arrondissement,63.1,25.1,12780,24210,37220,1.01,5460,10390,15410,19500,28160,33920,41880,55940,10.2,12.5,0.416,79.2,71.6,2.7,4.9,16.2,4.6,0
751135107,Maison Blanche 7,75113,Paris 13e Arrondissement,65.5,24.5,13220,23690,36400,0.98,8440,11860,14980,18980,28180,33780,40350,53720,6.4,8.6,0.386,73.6,67.3,2.8,3.5,22.5,3.9,0
751135108,Maison Blanche 8,75113,Paris 13e Arrondissement,43.6,41.8,8680,15140,23040,0.95,3790,7250,10070,12520,18200,21250,25310,30960,8.2,9.4,0.361,74.5,68.9,4.7,0.9,24.3,1.2,0
751135109,Maison Blanche 9,75113,Paris 13e Arrondissement,51.5,32.7,10810,18520,32320,1.16,4670,9040,12330,14800,22380,28060,38450,58440,12.5,16.5,0.49,70.9,63,2.9,5,21.5,7.6,0
751135110,Maison Blanche 10,75113,Paris 13e Arrondissement,62.8,24.5,13320,25110,39380,1.04,6120,10930,15830,20720,30180,35720,44130,54580,8.9,11.4,0.405,76,70.1,2.3,3.6,19,5,0
751135111,Maison Blanche 11,75113,Paris 13e Arrondissement,57.8,30.3,11340,21550,36540,1.17,4780,9610,12840,16510,26210,32670,41660,54570,11.4,13.7,0.441,72.3,66.9,2.4,3,22.4,5.3,0
751135112,Maison Blanche 12,75113,Paris 13e Arrondissement,74.5,14.8,19710,33420,49440,0.89,9470,17240,22320,27690,39880,46050,54410,67640,7.1,9,0.373,70.9,64.6,2.6,3.7,22,7.1,0
751135113,Maison Blanche 13,75113,Paris 13e Arrondissement,72.6,14.8,18810,31770,46480,0.87,8710,15710,21340,26510,36600,43450,51310,62690,7.2,8.5,0.363,72.7,66,2.3,4.4,21,6.3,0
751135114,Maison Blanche 14,75113,Paris 13e Arrondissement,72.2,15.7,17900,29660,44820,0.91,10400,15090,20390,25270,34810,40650,48440,62940,6.1,7.9,0.37,70.6,63.7,2.1,4.8,23.9,5.5,0
751135115,Maison Blanche 15,75113,Paris 13e Arrondissement,77.2,,20960,34600,53510,0.94,10720,18130,23460,29000,40230,47790,58820,73030,6.8,8.1,0.365,68.2,60.6,2.4,5.2,27.4,4.4,0
751135116,Maison Blanche 16,75113,Paris 13e Arrondissement,73,15.9,19620,34150,50530,0.91,8220,15690,22170,28720,39510,46110,55750,69400,8.4,10.3,0.387,70.4,63.7,2.1,4.6,24.8,4.8,0
751135117,Maison Blanche 17,75113,Paris 13e Arrondissement,68.7,20.4,15600,26990,44620,1.08,8360,12660,18490,22970,31560,40030,48840,61820,7.4,9.8,0.398,72.5,68,2.3,2.2,22.7,4.8,0
751135118,Maison Blanche 18,75113,Paris 13e Arrondissement,76.6,10.7,21860,32710,46620,0.76,12620,18800,24250,28260,37600,42620,49550,62940,5,6,0.318,64.6,58.4,2,4.2,31,4.4,0
751135119,Maison Blanche 19,75113,Paris 13e Arrondissement,47.6,34.8,10730,17650,26310,0.88,4590,8800,11590,14510,20510,24440,28850,38720,8.4,9,0.374,65.6,60.7,3.3,1.6,32.1,2.3,0
751135120,Maison Blanche 20,75113,Paris 13e Arrondissement,75.4,15.5,19670,33320,49060,0.88,8780,15900,22370,27470,38650,45800,52340,65330,7.4,8.7,0.368,63.9,58.5,1.6,3.8,30.6,5.5,0
751135121,Maison Blanche 21,75113,Paris 13e Arrondissement,77,,22130,33120,49380,0.82,14670,20610,24640,27850,39020,44910,54290,73250,5,7.6,0.395,68.4,62.4,2.3,3.7,21.7,9.9,0
751135122,Maison Blanche 22,75113,Paris 13e Arrondissement,77.9,9.3,23550,37040,54830,0.84,13430,21020,26100,32060,43280,49940,60240,77960,5.8,7.7,0.367,72.5,65.3,2.2,5,21.2,6.3,0
751135123,Maison Blanche 23,75113,Paris 13e Arrondissement,71.7,15.4,18640,30450,44660,0.85,9540,15700,20970,25430,35560,40750,49120,64900,6.8,9.4,0.397,77,67.8,3.1,6.1,17.6,5.4,0
751135124,Maison Blanche 24,75113,Paris 13e Arrondissement,76.1,10.9,23040,37540,54960,0.85,12290,19770,26500,32160,44160,51450,59150,74200,6,8.3,0.373,67.2,60.2,1.5,5.5,24.4,8.4,0
751135125,Maison Blanche 25,75113,Paris 13e Arrondissement,68.9,19.7,16110,27030,42020,0.96,7320,13170,18340,22850,31950,38690,46610,62410,8.5,10.1,0.397,76.2,68.7,2.6,4.9,18.7,5.1,0
751135201,Croulebarbe 1,75113,Paris 13e Arrondissement,74.5,11.9,21790,35590,53990,0.9,11850,18210,24200,30590,41410,49760,60230,81040,6.8,9.6,0.412,70.8,60.7,1.9,8.2,22.2,7,0
751135202,Croulebarbe 2,75113,Paris 13e Arrondissement,59.7,27.1,12140,23930,39310,1.14,5840,9970,13970,18380,28870,35000,43490,60430,10.4,13.4,0.445,67.9,63.2,2.2,2.5,24.1,8,0
751135203,Croulebarbe 3,75113,Paris 13e Arrondissement,77,10.3,24530,39270,58450,0.86,12630,20860,27780,34210,46090,54060,65680,85110,6.7,9,0.394,65,58.4,1.8,4.8,26.9,8.1,0
751135204,Croulebarbe 4,75113,Paris 13e Arrondissement,67.5,19.7,16010,29210,45110,1,6600,13030,18520,23500,34640,41070,50390,64730,9.8,11.8,0.411,69.7,63,2.3,4.4,24.1,6.2,0
751135205,Croulebarbe 5,75113,Paris 13e Arrondissement,75,15,20250,33990,52750,0.96,9680,16830,23000,28600,39960,47600,57330,75720,7.8,9.6,0.385,75.1,67.2,2,5.9,20.2,4.7,0
751135206,Croulebarbe 6,75113,Paris 13e Arrondissement,77.7,11.3,23950,39330,60430,0.93,11550,20780,27990,33500,46150,54450,66330,91730,7.9,10.9,0.425,63.3,55.5,1.3,6.5,25.4,11.3,0
751135207,Croulebarbe 7,75113,Paris 13e Arrondissement,79.1,9.3,24170,38030,54450,0.8,13980,22050,26400,32300,44240,50580,60650,80680,5.8,7.7,0.379,73.8,64.1,2.1,7.6,18.9,7.3,0
751145301,Montparnasse 1,75114,Paris 14e Arrondissement,73.2,,19970,35160,56430,1.04,8300,16010,22680,28890,42640,51210,62410,81910,9.9,14,0.465,62.2,53.8,1.5,6.9,26.8,11,0
751145302,Montparnasse 2,75114,Paris 14e Arrondissement,80.6,,28600,44700,65380,0.82,16550,25170,31480,38020,51690,60880,74680,110770,6.7,12.3,0.487,61.3,53.4,0.6,7.3,20.3,18.4,0
751145303,Montparnasse 3,75114,Paris 14e Arrondissement,77.3,,23120,37210,58700,0.96,12930,20030,26210,31860,42800,52070,64750,88830,6.9,9.2,0.417,75.1,66.8,1.7,6.6,14.7,10.2,0
751145304,Montparnasse 4,75114,Paris 14e Arrondissement,71.1,,19530,32760,52830,1.02,10040,17160,22830,27880,39660,48110,58830,76090,7.6,10.9,0.415,73.6,64,2,7.6,18.8,7.6,0
751145305,Montparnasse 5,75114,Paris 14e Arrondissement,75.7,12.6,23830,42170,76240,1.24,10640,19820,27140,34020,51570,65700,87550,123510,11.6,16.1,0.493,66.1,57.2,1.3,7.6,19.8,14.1,0
751145306,Montparnasse 6,75114,Paris 14e Arrondissement,77.9,,24910,40260,61670,0.91,11740,21200,27920,33990,46880,56120,69870,102700,8.8,12.5,0.445,66.3,58.4,1.6,6.3,20.4,13.3,0
751145307,Montparnasse 7,75114,Paris 14e Arrondissement,72.3,,22510,41350,61150,0.93,9970,17630,26550,33810,47610,54820,68180,92870,9.3,12.3,0.431,67.1,56,1.7,9.4,21.8,11.1,0
751145308,Montparnasse 8,75114,Paris 14e Arrondissement,77.3,,21940,33940,55110,0.98,14550,19900,24220,28400,40740,49730,63270,87000,6,9.2,0.442,68,61.9,1.4,4.7,19.6,12.4,0
751145309,Montparnasse 9,75114,Paris 14e Arrondissement,78.6,,28860,45760,69560,0.89,15270,24890,32460,37770,54670,63860,76330,110130,7.2,13.1,0.507,65.7,57.6,1.5,6.6,19.1,15.2,0
751145310,Montparnasse 10,75114,Paris 14e Arrondissement,78.8,,24640,42740,74550,1.17,13760,21670,27760,35100,52000,63590,85200,108900,7.9,21.6,0.614,47.4,39.5,0.9,7,17.2,35.4,0
751145402,Parc de Montsouris 2,75114,Paris 14e Arrondissement,76.2,12.7,23190,39880,60300,0.93,10770,19560,26950,33770,46810,55860,66450,94160,8.7,13.5,0.456,65.1,56.6,1.6,6.9,22.4,12.5,0
751145403,Parc de Montsouris 3,75114,Paris 14e Arrondissement,73.4,14.4,18830,30630,46050,0.89,9440,16030,21600,26110,35410,41740,51750,68060,7.2,10.8,0.432,69.4,62.9,2.1,4.4,19.8,10.8,0
751145404,Parc de Montsouris 4,75114,Paris 14e Arrondissement,70.3,13.1,19560,31840,49340,0.94,9900,15960,21510,26530,38230,45810,53740,74890,7.6,12.1,0.463,74.9,69,2.1,3.8,14.8,10.3,0
751145405,Parc de Montsouris 5,75114,Paris 14e Arrondissement,69.3,19.7,15890,30270,48280,1.07,7620,13170,19040,23940,36490,43720,55040,71570,9.4,12.1,0.42,70.7,64.6,2.2,3.9,22.3,7,0
751145406,Parc de Montsouris 6,75114,Paris 14e Arrondissement,81.1,7.9,28860,44080,63960,0.8,15340,24550,32000,37690,50980,59090,70910,90890,5.9,7.7,0.364,72.7,66.3,1.7,4.7,19.6,7.7,0
751145501,Petit Montrouge 1,75114,Paris 14e Arrondissement,58.2,33,10050,18840,28070,0.96,4760,7970,11680,15450,22700,25760,31410,39650,8.3,10.5,0.386,64.1,58.4,4,1.7,33.3,2.6,0
751145502,Petit Montrouge 2,75114,Paris 14e Arrondissement,64.8,22.3,14400,26490,39440,0.94,7010,11920,16660,21940,30300,35660,43640,58530,8.4,12.2,0.439,73.4,67.1,2.4,3.9,15.1,11.5,1
751145503,Petit Montrouge 3,75114,Paris 14e Arrondissement,50,41.7,8470,15430,28550,1.3,4650,7520,9920,12440,19680,25910,31630,41960,9,11.3,0.423,68,62.1,3.6,2.3,29.8,2.2,0
751145504,Petit Montrouge 4,75114,Paris 14e Arrondissement,76.6,10.5,22620,35990,52580,0.83,12110,19900,25610,30790,41330,47850,57670,72450,6,7.7,0.363,73.3,67,2,4.3,19.3,7.4,0
751145505,Petit Montrouge 5,75114,Paris 14e Arrondissement,65.4,20.1,15690,27150,43840,1.04,7500,12910,18530,22780,32330,39580,48710,66990,8.9,13.4,0.463,74,67.4,2,4.6,20.4,5.6,0
751145506,Petit Montrouge 6,75114,Paris 14e Arrondissement,80.2,10.5,25810,40420,59080,0.82,12360,22230,28850,34950,46930,54040,65700,85440,6.9,8.6,0.37,70.6,62.7,1.7,6.2,22,7.4,0
751145507,Petit Montrouge 7,75114,Paris 14e Arrondissement,79.5,,24110,38430,57680,0.87,12980,21720,27710,33240,44780,53440,65520,88440,6.8,9.9,0.424,71.5,62.8,1.8,6.9,19.9,8.6,0
751145508,Petit Montrouge 8,75114,Paris 14e Arrondissement,73.1,14.1,20400,34670,53280,0.95,8660,17430,23870,29420,40200,48340,59960,80050,9.2,10.8,0.4,69.2,62.1,2.1,5,21.1,9.7,0
751145509,Petit Montrouge 9,75114,Paris 14e Arrondissement,80.5,,25280,38790,56110,0.79,13710,21770,28540,35200,44780,50530,61780,79620,5.8,7.3,0.349,74.2,64.9,2,7.3,19.9,5.9,0
751145510,Petit Montrouge 10,75114,Paris 14e Arrondissement,78.2,11.2,23360,38190,57540,0.89,11920,20310,25960,32200,44660,52310,63020,81300,6.8,10.5,0.422,76.3,68.9,1.8,5.6,16.9,6.8,0
751145511,Petit Montrouge 11,75114,Paris 14e Arrondissement,77.9,,23990,38340,57340,0.87,14160,20960,26560,32560,44600,52280,62720,80740,5.7,9,0.397,72.7,63.7,2.5,6.5,17.3,10,0
751145512,Petit Montrouge 12,75114,Paris 14e Arrondissement,76.1,,23930,37470,54950,0.83,13490,21200,26460,32080,43830,50530,61340,81610,6,8.6,0.395,71.3,64.7,2.2,4.4,21.6,7.1,0
751145513,Petit Montrouge 13,75114,Paris 14e Arrondissement,76.4,10.3,22940,36640,56500,0.92,12360,20190,25880,31500,42910,50790,63460,82020,6.6,8.5,0.387,70.1,62.5,2,5.6,21.9,8,0
751145514,Petit Montrouge 14,75114,Paris 14e Arrondissement,77,13.5,22820,38600,59290,0.94,10440,18560,26070,32500,44980,51990,64900,86430,8.3,10.8,0.412,75.5,67.8,2.2,5.5,16.1,8.4,0
751145515,Petit Montrouge 15,75114,Paris 14e Arrondissement,69.5,15.6,19200,34580,53810,1,9390,16380,22150,28350,40730,48480,60730,85450,9.1,14.5,0.466,72.5,63.4,2.1,7,18.1,9.4,0
751145516,Petit Montrouge 16,75114,Paris 14e Arrondissement,76.7,,23590,38110,56430,0.86,14500,20600,26190,32760,43420,51900,61740,88740,6.1,8.4,0.399,73.1,63.6,2,7.5,18.9,8,0
751145601,Plaisance 1,75114,Paris 14e Arrondissement,56.8,26.1,12310,19060,26890,0.77,6160,10320,14440,16690,22200,25340,29030,34700,5.6,6.7,0.316,79.4,76,2.7,0.7,19.4,1.2,0
751145602,Plaisance 2,75114,Paris 14e Arrondissement,,,10310,17160,25340,0.88,3900,8400,11620,14650,19920,22870,26950,33140,8.5,9.6,0.356,77.7,72.3,3.2,2.2,21.7,0.6,0
751145603,Plaisance 3,75114,Paris 14e Arrondissement,36.9,47.4,7220,13620,21480,1.05,2790,5790,8440,11280,16350,19200,23640,28310,10.2,11.7,0.38,68.5,62.6,5.1,0.8,30.4,1.1,0
751145604,Plaisance 4,75114,Paris 14e Arrondissement,48.5,36,9000,17620,27600,1.06,3310,7540,11030,14140,21880,24980,31110,41280,12.5,18.7,0.494,65.7,60.4,3.4,1.9,22.6,11.7,0
751145605,Plaisance 5,75114,Paris 14e Arrondissement,71.8,19.5,16890,30100,44260,0.91,8110,13560,20320,25490,36020,40990,47910,57750,7.1,9,0.361,69.5,63.8,2.1,3.6,26.2,4.3,0
751145606,Plaisance 6,75114,Paris 14e Arrondissement,68.3,19.2,16420,27180,41840,0.94,8170,13510,19240,23070,32850,38560,47500,64980,8,12.9,0.451,78.4,69.7,2.5,6.2,15.1,6.5,0
751145607,Plaisance 7,75114,Paris 14e Arrondissement,70.5,15.6,18400,30930,47380,0.94,8720,16030,21040,26190,36630,43250,51390,67310,7.7,9.6,0.394,69.5,63.4,2,4.1,24.1,6.4,0
751145608,Plaisance 8,75114,Paris 14e Arrondissement,74.3,14,20510,32630,47820,0.84,10070,17480,23040,28010,38220,43640,53090,69270,6.9,8.5,0.371,79.7,72.1,2.6,5,16.1,4.2,0
751145609,Plaisance 9,75114,Paris 14e Arrondissement,46.1,37.2,9120,16950,26970,1.05,4540,7830,10430,13870,20240,24530,29270,38200,8.4,11.6,0.408,66.5,58.7,3.9,3.9,30.6,2.9,0
751145610,Plaisance 10,75114,Paris 14e Arrondissement,70.6,20.8,15540,29660,47810,1.09,6520,12540,17870,24030,35360,42960,53530,70260,10.8,12.6,0.419,62.4,56.7,2.2,3.5,29.6,8,0
751145611,Plaisance 11,75114,Paris 14e Arrondissement,55.6,28.2,11140,19620,29700,0.95,5540,9180,13460,16450,23210,27150,32520,42340,7.6,9.4,0.375,73.3,68.9,2.7,1.7,23.6,3.1,0
751145612,Plaisance 12,75114,Paris 14e Arrondissement,78.1,,23230,35950,51620,0.79,13490,20970,25750,30670,40920,48320,58400,83100,6.2,8.5,0.398,77.8,69.3,2.5,6,15.4,6.8,0
751145613,Plaisance 13,75114,Paris 14e Arrondissement,77.2,,23540,36440,52000,0.78,13520,21020,25850,31430,41150,47900,57860,72830,5.4,7.5,0.369,71,62.1,2.4,6.5,20.6,8.4,0
751145614,Plaisance 14,75114,Paris 14e Arrondissement,68.7,20.4,16350,28290,43340,0.95,7310,12640,18970,24040,33530,39770,49310,66650,9.1,12.3,0.416,81.2,71.5,3.4,6.3,14.1,4.7,0
751145615,Plaisance 15,75114,Paris 14e Arrondissement,70.1,15.7,17610,30310,44440,0.89,8690,14820,20840,25140,35720,41740,48980,60430,7,9,0.37,79.8,72.6,2.9,4.3,16.2,4,0
751145616,Plaisance 16,75114,Paris 14e Arrondissement,68.3,18.2,16300,26940,41130,0.92,7730,13850,18190,22860,32120,37760,45160,60120,7.8,10.6,0.408,75.4,67.7,2.5,5.2,20.1,4.5,0
751145617,Plaisance 17,75114,Paris 14e Arrondissement,50.3,37.2,10310,17380,27570,0.99,5170,8790,11330,13600,20870,25150,30280,38090,7.4,9,0.379,64.9,60,3.5,1.4,32.1,3,0
751145618,Plaisance 18,75114,Paris 14e Arrondissement,58.1,30.8,10940,20390,34410,1.15,4810,9190,12720,16180,25590,31400,37680,50920,10.6,13,0.434,74.7,69.3,3,2.4,21,4.3,0
751145619,Plaisance 19,75114,Paris 14e Arrondissement,68.1,21.2,15100,25900,40850,0.99,7600,12360,17520,22370,31550,37470,44400,60170,7.9,10,0.397,78.1,71.5,2.8,3.8,17.2,4.7,0
751145620,Plaisance 20,75114,Paris 14e Arrondissement,62.2,22.4,14650,25000,39220,0.98,6350,11810,16740,20930,30280,35340,44180,59120,9.3,13,0.448,76.5,68.7,2.5,5.3,17.3,6.2,0
751145621,Plaisance 21,75114,Paris 14e Arrondissement,67.5,19.9,15120,26460,42180,1.02,7430,13090,17300,21640,31460,38340,46280,65340,8.8,13.6,0.47,76.2,64,2.5,9.7,15.2,8.6,0
751145622,Plaisance 22,75114,Paris 14e Arrondissement,76.6,,24130,36130,51100,0.75,13750,21700,26260,31100,41680,47970,55050,73130,5.3,7.6,0.375,68.3,61.6,1.6,5.1,18.8,12.9,0
751145623,Plaisance 23,75114,Paris 14e Arrondissement,75.4,14.2,19530,33280,50970,0.94,9730,16730,22590,28280,39300,46890,56670,75430,7.8,11.2,0.431,73.9,64,2.1,7.8,18,8.1,0
751145624,Plaisance 24,75114,Paris 14e Arrondissement,80,10.5,25430,38100,56780,0.82,12710,20750,28250,32730,45100,52050,61690,81210,6.4,8.5,0.374,65.2,57.3,2.2,5.7,26.9,7.9,0
751145625,Plaisance 25,75114,Paris 14e Arrondissement,66.7,,17930,31090,49950,1.03,8090,14250,21580,26040,37340,43740,54490,71040,8.8,11.2,0.409,79.4,72.3,2.6,4.5,14.7,5.9,0
